id,player_name,team,position,r0_score,starting_price,hidden_price,breakeven,breakeven_to_hit_hidden_price
1031913,Jobe Shanahan,WCE,FWD,,487000,487000,47.8394683346364,47.8394683346364
1031988,Cooper Trembath,NTH,FWD,,500000,5e+05,49.1164972634871,49.1164972634871
1031989,River Stevens,NTH,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1032017,Tew Jiath,COL,DEF,,230000,230000,22.5935887412041,22.5935887412041
1032023,Rhys Unwin,ESS,FWD,,238000,238000,23.3794526974199,23.3794526974199
1032053,Jack Whitlock,PTA,FWD,,368000,368000,36.1497419859265,36.1497419859265
1032081,Patrick Retschko,RIC,MID,,230000,230000,22.5935887412041,22.5935887412041
1032100,Calsher Dear,HAW,FWD,,427000,427000,41.945488663018,41.945488663018
1032106,Taj Hotton,RIC,FWD,,485000,485000,47.6430023455825,47.6430023455825
1032112,Luke Kennedy,WBD,MID,,230000,230000,22.5935887412041,22.5935887412041
1032114,Lennox Hofmann,GEE,DEF,,230000,230000,22.5935887412041,22.5935887412041
1032119,James Leake,GWS,DEF/FWD,,262000,262000,25.7370445660672,25.7370445660672
1032141,Keighton Matofai-Forbes,GEE,DEF/FWD,,230000,230000,22.5935887412041,22.5935887412041
1032161,Logan Smith,GWS,RUC,,230000,230000,22.5935887412041,22.5935887412041
1032329,Balyn O'Brien,PTA,DEF,,230000,230000,22.5935887412041,22.5935887412041
1032354,Jevan Phillipou,SYD,MID,,230000,230000,22.5935887412041,22.5935887412041
1032398,Beau Addinsall,GCS,MID,,282000,282000,27.7017044566067,27.7017044566067
1032408,Cameron Nairn,HAW,MID/FWD,,274000,274000,26.9158405003909,26.9158405003909
1032619,Cody Angove,GWS,FWD,,361000,361000,35.4621110242377,35.4621110242377
1032624,Hamish Davis,WCE,MID,,424000,424000,41.6507896794371,41.6507896794371
1032862,Leon Kickett,FRE,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1032922,William Hayes,COL,FWD,,359000,359000,35.2656450351837,35.2656450351837
1033013,Noah Chamberlain,SYD,FWD,,230000,230000,22.5935887412041,22.5935887412041
1033039,Nicholas Driscoll,GEE,MID,,230000,230000,22.5935887412041,22.5935887412041
1033042,Jack Dalton,HAW,MID,,230000,230000,22.5935887412041,22.5935887412041
1033048,Kye Fincher,STK,DEF/MID,,230000,230000,22.5935887412041,22.5935887412041
1033053,Archie Ludowyke,ADE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1033059,Thomas Burton,RIC,MID,,230000,230000,22.5935887412041,22.5935887412041
1033060,Lachy Dovaston,NTH,FWD,,290000,290000,28.4875684128225,28.4875684128225
1033063,Sam Allen,WCE,MID/FWD,,238000,238000,23.3794526974199,23.3794526974199
1033066,Jack Ison,CAR,MID,,230000,230000,22.5935887412041,22.5935887412041
1033070,Finnegan Davis,GWS,DEF,,230000,230000,22.5935887412041,22.5935887412041
1033071,Oliver Greeves,HAW,MID,,230000,230000,22.5935887412041,22.5935887412041
1033072,Xavier Taylor,MEL,DEF,,310000,310000,30.452228303362,30.452228303362
1033076,Louis Emmett,WBD,RUC,,246000,246000,24.1653166536357,24.1653166536357
1033078,Josh Lindsay,WCE,DEF,,278000,278000,27.3087724784988,27.3087724784988
1033087,Jesse Mellor,GEE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1033093,Riley Onley,MEL,MID,,230000,230000,22.5935887412041,22.5935887412041
1033115,Willem Duursma,WCE,MID,,350000,350000,34.381548084441,34.381548084441
1033555,Koby Coulson,GCS,MID,,230000,230000,22.5935887412041,22.5935887412041
1033568,Dylan Patterson,GCS,DEF,,334000,334000,32.8098201720094,32.8098201720094
1033572,Kalani White,MEL,RUC/FWD,,230000,230000,22.5935887412041,22.5935887412041
1033612,Liam Hetherton,SYD,FWD,,230000,230000,22.5935887412041,22.5935887412041
1033626,Lachlan Carmichael,WBD,DEF/MID,,270000,270000,26.522908522283,26.522908522283
1033704,Fred Rodriguez,WCE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1033719,Toby Whan,FRE,MID,,230000,230000,22.5935887412041,22.5935887412041
1033835,Jai Saxena,COL,FWD,,230000,230000,22.5935887412041,22.5935887412041
1034066,Nathan Wardius,GWS,FWD,,230000,230000,22.5935887412041,22.5935887412041
1034214,Thomas Matthews,MEL,FWD,,234000,234000,22.986520719312,22.986520719312
1034235,Josh Dolan,WBD,FWD,,288000,288000,28.2911024237686,28.2911024237686
1034305,Jacob Farrow,ESS,DEF/MID,,314000,314000,30.8451602814699,30.8451602814699
1035129,Rob Monahan,CAR,FWD,,230000,230000,22.5935887412041,22.5935887412041
1035198,Liam O'Connell,STK,DEF,,333000,333000,32.7115871774824,32.7115871774824
1035199,Oliver Hayes-Brown,RIC,RUC,,230000,230000,22.5935887412041,22.5935887412041
1036098,Jack Hutchinson,WCE,MID,,614000,614000,60.3150586395622,60.3150586395622
1036103,Campbell Gray,RIC,DEF,,370000,370000,36.3462079749805,36.3462079749805
1036104,Will Lewis,WBD,FWD,,230000,230000,22.5935887412041,22.5935887412041
1036124,Tom McCarthy,WCE,DEF,,876000,876000,86.0521032056294,86.0521032056294
1036379,Oskar Taylor,GWS,DEF,,294000,294000,28.8805003909304,28.8805003909304
1036403,Hugo Mikunda,NTH,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1036426,Talor Byrne,CAR,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1036579,Samuel Grlj,RIC,DEF/MID,,322000,322000,31.6310242376857,31.6310242376857
1036584,Max Kondogiannis,ESS,DEF,,230000,230000,22.5935887412041,22.5935887412041
1036769,Charlie Banfield,STK,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1036780,Cody Curtin,BRL,FWD,,230000,230000,22.5935887412041,22.5935887412041
1037004,Tylah Williams,WCE,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1037021,Sam Swadling,COL,MID,,230000,230000,22.5935887412041,22.5935887412041
1037376,Koby Evans,BRL,MID,,230000,230000,22.5935887412041,22.5935887412041
1037405,Harry Kyle,SYD,DEF/MID,,298000,298000,29.2734323690383,29.2734323690383
1037928,Ryda Luke,FRE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1038801,Zak Evans,GCS,MID,,230000,230000,22.5935887412041,22.5935887412041
1038914,Jacob Moss,PTA,DEF,,230000,230000,22.5935887412041,22.5935887412041
1038922,Hunter Holmes,GEE,MID,,230000,230000,22.5935887412041,22.5935887412041
1039499,Jaime Uhr-Henry,HAW,RUC,,230000,230000,22.5935887412041,22.5935887412041
1039500,Matt Hill,HAW,DEF,,230000,230000,22.5935887412041,22.5935887412041
1039509,Cillian Burke,GEE,DEF,,230000,230000,22.5935887412041,22.5935887412041
1039720,Matt Duffy,CAR,DEF,,230000,230000,22.5935887412041,22.5935887412041
1039730,Eamonn Armstrong,STK,DEF,,230000,230000,22.5935887412041,22.5935887412041
1040300,Josh Lai,PTA,MID,,230000,230000,22.5935887412041,22.5935887412041
1040573,Christopher Scerri,FRE,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1040584,Tai Hayes,BRL,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1041619,Zac Walker,WBD,DEF,,230000,230000,22.5935887412041,22.5935887412041
1042013,Tyan Prindable,COL,MID,,230000,230000,22.5935887412041,22.5935887412041
1042728,Will Darcy,WBD,DEF/FWD,,230000,230000,22.5935887412041,22.5935887412041
1043261,Sullivan Robey,ESS,MID/FWD,,318000,318000,31.2380922595778,31.2380922595778
1044339,Cillian Bourke,ESS,DEF,,230000,230000,22.5935887412041,22.5935887412041
1044595,Indy Cotton,ADE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1044596,Ben Murphy,BRL,DEF,,230000,230000,22.5935887412041,22.5935887412041
1044597,Kobe McDonald,STK,DEF,,230000,230000,22.5935887412041,22.5935887412041
